FIlename flux,FIlename hdr,Target,RA,Dec,Instrument,SNR,wavelength-low,wavelength-highCHEMISTS\TOI-178\HI.20210927.41592_3_01_flux.tbl.gz,CHEMISTS\TOI-178\HI.20210927.41592_3_01_hdr.txt.gz,T000178,00:29:12.39,-30:27:13.4,HIRES,56.636275,6544.8239,6661.4575
CHEMISTS\TOI-178\HI.20210927.41592_3_02_flux.tbl.gz,CHEMISTS\TOI-178\HI.20210927.41592_3_02_hdr.txt.gz,T000178,00:29:12.39,-30:27:13.4,HIRES,56.636275,6544.8239,6661.4575
